case,solve_sequence,method,l,selected_indices,pair_coverage_value,n_captured_routes,has_improving_route,unrestricted_best_rc,restricted_best_rc,normalized_rc_regret,contains_unrestricted_best
n15_sc1_s42_ms4,1,marginal_rho,8,1;2;3;5;6;8;10;15,29117.54179026848,172,true,-10186.41606393543,-9021.357806953034,0.11437371590457955,false
n15_sc1_s42_ms4,1,theta_load,8,1;2;3;4;9;10;12;15,29090.481992788507,329,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,1,pair,8,1;2;3;5;8;10;11;13,29167.024722904778,136,true,-10186.41606393543,-7477.55647681162,0.265928622012055,false
n15_sc1_s42_ms4,1,pair_travel_025,8,1;2;3;4;9;10;12;15,22338.774057911578,329,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,1,pair_travel_050,8,1;2;3;4;9;10;12;15,16000.254057911576,329,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,1,pair_travel_100,8,1;2;3;4;9;10;12;15,3323.2140579115776,329,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,1,theta4_pair,8,1;2;3;5;8;9;10;12,29131.3080072338,233,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,1,theta4_pair_travel_050,8,1;2;3;4;9;10;12;15,16000.254057911576,329,true,-10186.41606393543,-10186.41606393543,0.0,true
n15_sc1_s42_ms4,2,marginal_rho,8,1;2;3;5;6;10;13;15,25243.64073861227,135,true,-6045.333356934858,-5161.231387167685,0.14624536275621292,false
n15_sc1_s42_ms4,2,theta_load,8,1;2;3;4;9;10;12;15,25234.63759654758,309,true,-6045.333356934858,-6045.333356934858,0.0,true
n15_sc1_s42_ms4,2,pair,8,1;2;3;4;5;8;10;11,25331.13002676797,123,true,-6045.333356934858,-5088.746527752242,0.15823557986017003,false
n15_sc1_s42_ms4,2,pair_travel_025,8,1;2;3;4;9;10;12;15,16131.186692577585,309,true,-6045.333356934858,-6045.333356934858,0.0,true
n15_sc1_s42_ms4,2,pair_travel_050,8,1;2;3;4;9;10;12;15,8688.906692577584,309,true,-6045.333356934858,-6045.333356934858,0.0,true
n15_sc1_s42_ms4,2,pair_travel_100,8,1;2;3;4;5;9;12;15,659.654516929093,221,true,-6045.333356934858,-5985.747676707486,0.009856475517436725,false
n15_sc1_s42_ms4,2,theta4_pair,8,1;2;3;5;8;9;10;12,25287.598770991703,167,true,-6045.333356934858,-6045.333356934858,0.0,true
n15_sc1_s42_ms4,2,theta4_pair_travel_050,8,1;2;3;4;9;10;12;15,8688.906692577584,309,true,-6045.333356934858,-6045.333356934858,0.0,true
n15_sc1_s42_ms4,3,marginal_rho,8,1;2;3;5;6;10;13;15,23308.24207574229,84,true,-5748.63872016674,-3232.9196733729095,0.43761996000348097,false
n15_sc1_s42_ms4,3,theta_load,8,1;2;3;4;5;9;10;12,23299.671005583717,168,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,3,pair,8,1;2;3;4;5;8;10;11,23385.81443098891,82,true,-5748.63872016674,-5198.785937852856,0.09564921524550705,false
n15_sc1_s42_ms4,3,pair_travel_025,8,1;2;3;9;10;11;12;15,15187.355452125581,177,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,3,pair_travel_050,8,1;2;3;4;9;11;12;15,10037.796072074312,227,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,3,pair_travel_100,8,1;2;3;4;5;9;12;15,639.5546208435671,204,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,3,theta4_pair,8,1;2;3;5;9;10;11;12,23316.549256595317,151,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,3,theta4_pair_travel_050,8,1;2;3;9;10;11;12;15,10037.796072074312,177,true,-5748.63872016674,-5748.63872016674,0.0,true
n15_sc1_s42_ms4,4,marginal_rho,8,1;2;3;4;6;9;13;14,9489.551253484016,15,true,-4877.604512196791,-547.7725146096172,0.8876964064552848,false
n15_sc1_s42_ms4,4,theta_load,8,1;2;3;4;9;10;12;15,21486.513354324223,138,true,-4877.604512196791,-4877.604512196791,0.0,true
n15_sc1_s42_ms4,4,pair,8,1;2;3;4;5;8;10;11,21570.036856555645,43,true,-4877.604512196791,-3739.4187795862854,0.2333493274750736,false
n15_sc1_s42_ms4,4,pair_travel_025,8,1;2;3;4;9;10;12;15,11967.369346459334,138,true,-4877.604512196791,-4877.604512196791,0.0,true
n15_sc1_s42_ms4,4,pair_travel_050,8,1;2;3;4;9;10;12;15,3927.7728216762466,138,true,-4877.604512196791,-4877.604512196791,0.0,true
n15_sc1_s42_ms4,4,pair_travel_100,8,1;2;3;4;5;6;7;12,200.0,53,true,-4877.604512196791,-4365.6992651674445,0.10495013397443181,false
n15_sc1_s42_ms4,4,theta4_pair,8,1;2;3;5;8;9;10;12,21512.702904800295,67,true,-4877.604512196791,-4877.604512196791,0.0,true
n15_sc1_s42_ms4,4,theta4_pair_travel_050,8,1;2;3;4;9;10;12;15,3927.7728216762466,138,true,-4877.604512196791,-4877.604512196791,0.0,true
n15_sc1_s42_ms4,5,marginal_rho,8,1;2;3;4;6;10;13;14,18462.744374184684,15,true,-3688.4449214427023,-1679.898192183362,0.5445510972883703,false
n15_sc1_s42_ms4,5,theta_load,8,1;2;3;4;9;10;11;15,20539.753895530215,81,true,-3688.4449214427023,-3053.541261161916,0.1721331547042458,false
n15_sc1_s42_ms4,5,pair,8,1;2;3;4;5;8;10;11,20620.320461932504,30,true,-3688.4449214427023,-2816.874076100794,0.23629764410335866,false
n15_sc1_s42_ms4,5,pair_travel_025,8,1;2;3;4;9;10;12;15,8437.301823425918,98,true,-3688.4449214427023,-3688.4449214427023,0.0,true
n15_sc1_s42_ms4,5,pair_travel_050,8,1;2;3;4;5;6;10;12,563.9946867951053,58,true,-3688.4449214427023,-3451.777736381584,0.06416448939911187,false
n15_sc1_s42_ms4,5,pair_travel_100,8,1;2;3;4;5;6;7;8,0.0,10,true,-3688.4449214427023,-1412.974953375273,0.6169185162123553,false
n15_sc1_s42_ms4,5,theta4_pair,8,1;2;3;8;9;10;11;15,20540.005590028377,43,true,-3688.4449214427023,-3053.541261161916,0.1721331547042458,false
n15_sc1_s42_ms4,5,theta4_pair_travel_050,8,1;2;3;4;9;10;12;15,612.4545255915882,98,true,-3688.4449214427023,-3688.4449214427023,0.0,true
n15_sc1_s42_ms4,6,marginal_rho,8,1;2;3;4;6;8;10;13,16063.094262030667,0,false,-541.2034752169129,,,false
n15_sc1_s42_ms4,6,theta_load,8,1;2;3;4;9;10;11;15,16787.180678216864,5,true,-541.2034752169129,-233.9825885501341,0.5676624425658862,false
n15_sc1_s42_ms4,6,pair,8,1;2;3;4;5;8;10;12,16905.992349020184,1,true,-541.2034752169129,-37.52028066881758,0.9306725060222876,false
n15_sc1_s42_ms4,6,pair_travel_025,8,1;2;3;4;9;10;12;15,9644.265690086344,9,true,-541.2034752169129,-541.2034752169129,0.0,true
n15_sc1_s42_ms4,6,pair_travel_050,8,1;2;3;4;5;9;10;12,4614.074670167396,8,true,-541.2034752169129,-287.9901617090236,0.46787081957742804,false
n15_sc1_s42_ms4,6,pair_travel_100,8,1;2;3;4;5;6;7;8,0.0,0,false,-541.2034752169129,,,false
n15_sc1_s42_ms4,6,theta4_pair,8,1;2;3;5;8;9;10;11,16849.829177910324,5,true,-541.2034752169129,-233.9825885501341,0.5676624425658862,false
n15_sc1_s42_ms4,6,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,4614.074670167396,8,true,-541.2034752169129,-287.9901617090236,0.46787081957742804,false
n15_sc1_s42_ms4,7,marginal_rho,8,1;2;3;4;6;8;10;13,16055.6351538789,0,false,-68.49629168209685,,,false
n15_sc1_s42_ms4,7,theta_load,8,1;2;3;4;9;10;11;15,16547.77006068806,2,true,-68.49629168209685,-68.49629168209685,0.0,true
n15_sc1_s42_ms4,7,pair,8,1;2;3;4;5;8;10;12,16666.58173149138,1,true,-68.49629168209685,-13.802695979085911,0.7984898796690102,false
n15_sc1_s42_ms4,7,pair_travel_025,8,1;2;3;4;9;10;12;15,9908.538267105632,3,true,-68.49629168209685,-68.49629168209685,0.0,true
n15_sc1_s42_ms4,7,pair_travel_050,8,1;2;3;4;5;9;10;12,5108.958651688926,3,true,-68.49629168209685,-68.49629168209685,0.0,true
n15_sc1_s42_ms4,7,pair_travel_100,8,1;2;3;4;5;6;7;9,4.547473508864641e-13,0,false,-68.49629168209685,,,false
n15_sc1_s42_ms4,7,theta4_pair,8,1;2;3;5;8;9;10;11,16596.615864402436,2,true,-68.49629168209685,-68.49629168209685,0.0,true
n15_sc1_s42_ms4,7,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,5108.958651688926,4,true,-68.49629168209685,-68.49629168209685,0.0,true
n15_sc1_s43_ms4,1,marginal_rho,8,1;2;3;4;5;6;13;15,23160.08021333548,150,true,-6717.314058531076,-6179.609236970768,0.0800475929627581,false
n15_sc1_s43_ms4,1,theta_load,8,1;2;3;4;9;10;11;12,23174.966235692773,290,true,-6717.314058531076,-5087.135429860369,0.24268310435781376,false
n15_sc1_s43_ms4,1,pair,8,1;2;3;4;5;9;10;11,23246.68717223307,238,true,-6717.314058531076,-5087.135429860369,0.24268310435781376,false
n15_sc1_s43_ms4,1,pair_travel_025,8,1;2;3;9;10;11;12;15,17444.964506562377,261,true,-6717.314058531076,-6717.314058531076,0.0,true
n15_sc1_s43_ms4,1,pair_travel_050,8,1;2;3;9;10;11;12;15,12136.764506562378,261,true,-6717.314058531076,-6717.314058531076,0.0,true
n15_sc1_s43_ms4,1,pair_travel_100,8,1;2;3;4;9;10;11;12,1520.3645065623787,290,true,-6717.314058531076,-5087.135429860369,0.24268310435781376,false
n15_sc1_s43_ms4,1,theta4_pair,8,1;2;3;5;9;10;11;12,23232.88447625398,227,true,-6717.314058531076,-4982.3051321480925,0.25828908865434086,false
n15_sc1_s43_ms4,1,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,12136.764506562378,290,true,-6717.314058531076,-5087.135429860369,0.24268310435781376,false
n15_sc1_s43_ms4,2,marginal_rho,8,1;2;3;4;5;6;9;15,22889.792481450564,256,true,-6636.594249722177,-6636.594249722177,0.0,true
n15_sc1_s43_ms4,2,theta_load,8,1;2;3;4;9;10;11;12,22890.87580782877,278,true,-6636.594249722177,-4982.69803636174,0.24920857764201454,false
n15_sc1_s43_ms4,2,pair,8,1;2;3;4;5;9;10;11,22962.596744369064,234,true,-6636.594249722177,-4982.69803636174,0.24920857764201454,false
n15_sc1_s43_ms4,2,pair_travel_025,8,1;3;4;9;10;11;12;15,16787.215337417125,253,true,-6636.594249722177,-6636.594249722177,0.0,true
n15_sc1_s43_ms4,2,pair_travel_050,8,1;2;3;9;10;11;12;15,11479.015337417124,250,true,-6636.594249722177,-6636.594249722177,0.0,true
n15_sc1_s43_ms4,2,pair_travel_100,8,1;2;3;4;9;10;11;12,862.6153374171236,278,true,-6636.594249722177,-4982.69803636174,0.24920857764201454,false
n15_sc1_s43_ms4,2,theta4_pair,8,1;2;3;4;5;9;10;12,22946.670880550973,248,true,-6636.594249722177,-4598.292172543646,0.3071307361096934,false
n15_sc1_s43_ms4,2,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,11479.015337417124,278,true,-6636.594249722177,-4982.69803636174,0.24920857764201454,false
n15_sc1_s43_ms4,3,marginal_rho,8,1;2;3;4;5;6;9;15,22773.882909314565,247,true,-6247.228076437146,-6247.228076437146,0.0,true
n15_sc1_s43_ms4,3,theta_load,8,1;2;3;4;9;10;11;12,22765.0493027837,278,true,-6247.228076437146,-4567.730824460577,0.2688387924095773,false
n15_sc1_s43_ms4,3,pair,8,1;2;3;4;5;9;10;11,22836.770239323992,229,true,-6247.228076437146,-4567.730824460577,0.2688387924095773,false
n15_sc1_s43_ms4,3,pair_travel_025,8,1;2;3;9;10;11;12;15,16697.288883463276,241,true,-6247.228076437146,-6247.228076437146,0.0,true
n15_sc1_s43_ms4,3,pair_travel_050,8,2;3;5;9;10;11;12;15,11389.088883463275,148,true,-6247.228076437146,-4525.313602467555,0.27562855924280827,false
n15_sc1_s43_ms4,3,pair_travel_100,8,1;2;3;4;9;10;11;12,772.6888834632744,278,true,-6247.228076437146,-4567.730824460577,0.2688387924095773,false
n15_sc1_s43_ms4,3,theta4_pair,8,1;2;3;4;5;9;10;12,22820.844375505898,243,true,-6247.228076437146,-4520.2849606424825,0.2764334989318264,false
n15_sc1_s43_ms4,3,theta4_pair_travel_050,8,2;3;5;6;9;10;11;12,11389.088883463275,166,true,-6247.228076437146,-4531.194661487412,0.2746871722872017,false
n15_sc1_s43_ms4,4,marginal_rho,8,1;2;3;4;5;6;13;15,22746.277517356397,131,true,-6219.783996442704,-5704.302459257566,0.08287772332286118,false
n15_sc1_s43_ms4,4,theta_load,8,1;2;3;4;9;10;11;12,22741.810195376518,274,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,4,pair,8,1;2;3;4;5;9;10;11,22813.53113191681,225,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,4,pair_travel_025,8,3;4;5;9;10;11;12;15,16361.823140437104,142,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,4,pair_travel_050,8,3;4;5;9;10;11;12;15,11053.623140437103,142,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,4,pair_travel_100,8,1;2;3;4;9;10;11;12,647.777591454276,274,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,4,theta4_pair,8,1;2;3;4;5;9;10;12,22797.60526809872,239,true,-6219.783996442704,-4489.342226991439,0.27821573392917837,false
n15_sc1_s43_ms4,4,theta4_pair_travel_050,8,3;4;5;7;9;10;11;12,11053.623140437103,111,true,-6219.783996442704,-4536.788090809532,0.270587516639763,false
n15_sc1_s43_ms4,5,marginal_rho,8,1;2;3;4;5;6;9;13,19253.0006369327,30,true,-2670.4074636100886,-1916.400786973436,0.28235641448414805,false
n15_sc1_s43_ms4,5,theta_load,8,1;2;3;4;5;9;11;15,19277.0673009342,106,true,-2670.4074636100886,-2670.4074636100886,0.0,true
n15_sc1_s43_ms4,5,pair,8,1;2;3;4;5;9;10;11,19305.387920882928,82,true,-2670.4074636100886,-2608.1829334530285,0.023301511475308574,false
n15_sc1_s43_ms4,5,pair_travel_025,8,1;2;3;9;10;11;12;15,10441.89120272888,87,true,-2670.4074636100886,-2670.4074636100886,0.0,true
n15_sc1_s43_ms4,5,pair_travel_050,8,1;2;3;4;9;10;11;12,3661.217069634937,121,true,-2670.4074636100886,-2608.1829334530285,0.023301511475308574,false
n15_sc1_s43_ms4,5,pair_travel_100,8,1;2;3;4;5;9;11;12,199.99999999999977,121,true,-2670.4074636100886,-2608.1829334530285,0.023301511475308574,false
n15_sc1_s43_ms4,5,theta4_pair,8,1;2;3;4;5;9;10;11,19305.387920882928,82,true,-2670.4074636100886,-2608.1829334530285,0.023301511475308574,false
n15_sc1_s43_ms4,5,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,3661.217069634937,121,true,-2670.4074636100886,-2608.1829334530285,0.023301511475308574,false
n15_sc1_s43_ms4,6,marginal_rho,8,1;2;3;4;5;6;13;15,15622.247832681516,0,false,-829.1991579935475,,,false
n15_sc1_s43_ms4,6,theta_load,8,1;2;3;4;5;9;11;15,15647.378131314115,12,true,-829.1991579935475,-829.1991579935466,1.09683505223724e-15,true
n15_sc1_s43_ms4,6,pair,8,1;2;3;4;5;10;11;13,15685.13516269094,2,true,-829.1991579935475,-291.57197293242734,0.6483691883648822,false
n15_sc1_s43_ms4,6,pair_travel_025,8,1;2;3;4;9;10;11;12,8285.283289263332,30,true,-829.1991579935475,-829.1991579935475,0.0,true
n15_sc1_s43_ms4,6,pair_travel_050,8,1;2;3;4;5;9;11;12,4864.212672410653,29,true,-829.1991579935475,-829.1991579935475,0.0,true
n15_sc1_s43_ms4,6,pair_travel_100,8,1;2;3;4;5;9;11;12,199.99999999999977,29,true,-829.1991579935475,-829.1991579935475,0.0,true
n15_sc1_s43_ms4,6,theta4_pair,8,1;2;3;4;5;9;10;11,15675.698751262844,12,true,-829.1991579935475,-829.1991579935466,1.09683505223724e-15,true
n15_sc1_s43_ms4,6,theta4_pair_travel_050,8,1;2;3;4;5;9;11;12,4864.212672410653,29,true,-829.1991579935475,-829.1991579935475,0.0,true
n15_sc1_s43_ms4,7,marginal_rho,8,1;2;3;5;10;11;12;15,14340.024589560016,0,false,-80.89022448135074,,,false
n15_sc1_s43_ms4,7,theta_load,8,1;2;3;4;5;9;11;15,14394.432835224707,2,true,-80.89022448135074,-80.89022448135074,0.0,true
n15_sc1_s43_ms4,7,pair,8,1;2;3;4;5;9;10;11,14422.753455173435,1,true,-80.89022448135074,-37.52028066881758,0.5361580350482538,false
n15_sc1_s43_ms4,7,pair_travel_025,8,1;2;3;9;10;11;12;15,10144.313855513092,4,true,-80.89022448135074,-80.89022448135074,0.0,true
n15_sc1_s43_ms4,7,pair_travel_050,8,1;2;3;9;10;11;12;15,6878.393855513092,4,true,-80.89022448135074,-80.89022448135074,0.0,true
n15_sc1_s43_ms4,7,pair_travel_100,8,1;2;3;4;5;6;7;10,200.0,0,false,-80.89022448135074,,,false
n15_sc1_s43_ms4,7,theta4_pair,8,1;2;3;4;9;10;11;15,14396.815599195525,2,true,-80.89022448135074,-80.89022448135074,0.0,true
n15_sc1_s43_ms4,7,theta4_pair_travel_050,8,1;2;3;9;10;11;12;15,6878.393855513092,4,true,-80.89022448135074,-80.89022448135074,0.0,true
n15_sc1_s43_ms4,8,marginal_rho,8,1;2;3;5;10;11;12;15,14316.785482152834,0,false,-37.52028066881758,,,false
n15_sc1_s43_ms4,8,theta_load,8,1;2;3;4;5;9;11;15,14371.193727817528,1,true,-37.52028066881758,-37.52028066881758,0.0,true
n15_sc1_s43_ms4,8,pair,8,1;2;3;4;5;10;11;13,14408.950759194355,0,false,-37.52028066881758,,,false
n15_sc1_s43_ms4,8,pair_travel_025,8,1;2;3;9;10;11;12;15,10144.31385551309,2,true,-37.52028066881758,-37.52028066881758,0.0,true
n15_sc1_s43_ms4,8,pair_travel_050,8,1;2;3;9;10;11;12;15,6878.39385551309,2,true,-37.52028066881758,-37.52028066881758,0.0,true
n15_sc1_s43_ms4,8,pair_travel_100,8,1;2;3;4;5;6;7;10,200.0,0,false,-37.52028066881758,,,false
n15_sc1_s43_ms4,8,theta4_pair,8,1;2;3;4;9;10;11;15,14373.576491788343,1,true,-37.52028066881758,-37.52028066881758,0.0,true
n15_sc1_s43_ms4,8,theta4_pair_travel_050,8,1;2;3;9;10;11;12;15,6878.39385551309,2,true,-37.52028066881758,-37.52028066881758,0.0,true
n15_sc1_s43_ms4,9,marginal_rho,8,1;2;3;5;10;11;12;15,14316.785482152834,0,false,-37.520280668819396,,,false
n15_sc1_s43_ms4,9,theta_load,8,1;2;3;4;5;9;11;15,14371.193727817528,1,true,-37.520280668819396,-37.52028066881758,4.8480165156586827e-14,true
n15_sc1_s43_ms4,9,pair,8,1;2;3;4;5;10;11;13,14408.950759194355,0,false,-37.520280668819396,,,false
n15_sc1_s43_ms4,9,pair_travel_025,8,1;2;3;9;10;11;12;15,10106.793574844274,2,true,-37.520280668819396,-37.520280668819396,0.0,true
n15_sc1_s43_ms4,9,pair_travel_050,8,1;2;3;9;10;11;12;15,6840.873574844274,2,true,-37.520280668819396,-37.520280668819396,0.0,true
n15_sc1_s43_ms4,9,pair_travel_100,8,1;2;3;4;5;6;7;10,200.0,0,false,-37.520280668819396,,,false
n15_sc1_s43_ms4,9,theta4_pair,8,1;2;3;4;9;10;11;15,14373.576491788343,1,true,-37.520280668819396,-37.52028066881758,4.8480165156586827e-14,true
n15_sc1_s43_ms4,9,theta4_pair_travel_050,8,1;2;3;9;10;11;12;15,6840.873574844274,2,true,-37.520280668819396,-37.520280668819396,0.0,true
n15_sc3_s42_ms4,1,marginal_rho,8,1;2;3;4;6;10;13;14,65422.46036616592,203,true,-10265.095662953194,-7015.936121976225,0.3165250132741782,false
n15_sc3_s42_ms4,1,theta_load,8,1;3;4;9;10;11;12;15,78420.94300098812,735,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,1,pair,8,1;2;3;4;5;7;8;13,78886.31810063704,119,true,-10265.095662953194,-5974.894730755728,0.41794066739005975,false
n15_sc3_s42_ms4,1,pair_travel_025,8,1;3;4;9;10;11;12;15,60059.1485081824,735,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,1,pair_travel_050,8,1;3;4;9;10;11;12;15,42738.828508182385,735,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,1,pair_travel_100,8,1;3;4;9;10;11;12;15,8098.188508182392,735,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,1,theta4_pair,8,1;2;3;5;8;9;10;12,78746.4607037218,484,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,1,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,42738.828508182385,735,true,-10265.095662953194,-10265.095662953194,0.0,true
n15_sc3_s42_ms4,2,marginal_rho,8,1;2;3;4;6;10;13;14,60444.47723708207,147,true,-6981.650368959582,-5947.155869890856,0.14817334647235975,false
n15_sc3_s42_ms4,2,theta_load,8,1;3;4;9;10;11;12;15,70287.46843989054,653,true,-6981.650368959582,-6981.650368959582,0.0,true
n15_sc3_s42_ms4,2,pair,8,1;2;3;4;5;8;11;13,70761.57079319,187,true,-6981.650368959582,-5748.09174276713,0.17668582083068118,false
n15_sc3_s42_ms4,2,pair_travel_025,8,1;3;4;9;10;11;12;15,46186.855912090745,653,true,-6981.650368959582,-6981.650368959582,0.0,true
n15_sc3_s42_ms4,2,pair_travel_050,8,1;3;4;9;10;11;12;15,25623.382891056463,653,true,-6981.650368959582,-6981.650368959582,0.0,true
n15_sc3_s42_ms4,2,pair_travel_100,8,1;2;3;4;9;10;12;15,1526.762040813389,643,true,-6981.650368959582,-6903.677314154915,0.011168284099607094,false
n15_sc3_s42_ms4,2,theta4_pair,8,1;2;3;5;8;9;10;12,70570.5302152274,383,true,-6981.650368959582,-6903.677314154915,0.011168284099607094,false
n15_sc3_s42_ms4,2,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,25623.382891056463,653,true,-6981.650368959582,-6981.650368959582,0.0,true
n15_sc3_s42_ms4,3,marginal_rho,8,1;2;3;4;6;10;13;14,50716.21869682686,58,true,-6783.376440834147,-3186.7600077356055,0.5302103553398354,false
n15_sc3_s42_ms4,3,theta_load,8,1;2;3;4;9;10;11;12,61879.619464479954,477,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,3,pair,8,1;2;3;4;5;7;8;11,62266.18638008012,108,true,-6783.376440834147,-5629.59668687357,0.17008930051635124,false
n15_sc3_s42_ms4,3,pair_travel_025,8,1;3;4;9;10;11;12;15,39608.02002368873,400,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,3,pair_travel_050,8,1;3;4;9;10;11;12;15,22599.35152380926,400,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,3,pair_travel_100,8,1;2;3;4;5;9;12;15,748.1313707635122,348,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,3,theta4_pair,8,1;2;3;5;8;9;10;12,62093.23915263947,201,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,3,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,22599.35152380926,400,true,-6783.376440834147,-6783.376440834147,0.0,true
n15_sc3_s42_ms4,4,marginal_rho,8,1;2;3;4;6;10;13;14,51524.534046903726,46,true,-4116.665091259169,-4022.0203111146584,0.022990643651208717,false
n15_sc3_s42_ms4,4,theta_load,8,1;3;4;9;10;11;12;15,55868.484164463356,173,true,-4116.665091259169,-4116.665091259169,0.0,true
n15_sc3_s42_ms4,4,pair,8,1;2;3;4;5;7;8;13,56386.96138764958,1,true,-4116.665091259169,-54.77123220219892,0.9866952421467334,false
n15_sc3_s42_ms4,4,pair_travel_025,8,1;2;3;4;9;10;12;15,30804.939944242094,179,true,-4116.665091259169,-4116.665091259169,0.0,true
n15_sc3_s42_ms4,4,pair_travel_050,8,1;2;3;4;9;10;12;15,13332.438509760179,179,true,-4116.665091259169,-4116.665091259169,0.0,true
n15_sc3_s42_ms4,4,pair_travel_100,8,1;2;3;4;5;6;7;12,200.0,42,true,-4116.665091259169,-3599.3001001476296,0.12567575443774856,false
n15_sc3_s42_ms4,4,theta4_pair,8,1;2;3;5;8;9;10;12,56188.871222117654,88,true,-4116.665091259169,-4116.665091259169,0.0,true
n15_sc3_s42_ms4,4,theta4_pair_travel_050,8,1;2;3;4;9;10;12;15,13332.438509760179,179,true,-4116.665091259169,-4116.665091259169,0.0,true
n15_sc3_s42_ms4,5,marginal_rho,8,1;2;3;4;6;8;10;13,44242.68096625691,8,true,-4404.459677907555,-882.9670691487918,0.7995288562686385,false
n15_sc3_s42_ms4,5,theta_load,8,1;3;4;9;10;11;12;15,51971.4299015343,93,true,-4404.459677907555,-4404.459677907555,0.0,true
n15_sc3_s42_ms4,5,pair,8,1;2;3;4;5;8;11;13,52401.79835636033,16,true,-4404.459677907555,-3236.4127487642454,0.2651964178494235,false
n15_sc3_s42_ms4,5,pair_travel_025,8,1;2;3;4;9;10;12;15,30585.06962353996,93,true,-4404.459677907555,-4404.459677907555,0.0,true
n15_sc3_s42_ms4,5,pair_travel_050,8,2;3;4;5;9;10;12;15,14045.534283271223,55,true,-4404.459677907555,-2081.563812286344,0.5273963290599947,false
n15_sc3_s42_ms4,5,pair_travel_100,8,1;2;3;4;5;6;10;12,673.3807489389651,53,true,-4404.459677907555,-3861.3727487642427,0.12330387127106553,false
n15_sc3_s42_ms4,5,theta4_pair,8,1;2;3;5;8;9;10;11,52276.5218435819,36,true,-4404.459677907555,-3779.499677907559,0.14189254657835756,false
n15_sc3_s42_ms4,5,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,14045.534283271221,93,true,-4404.459677907555,-4404.459677907555,0.0,true
n15_sc3_s42_ms4,6,marginal_rho,8,1;2;3;4;5;6;10;13,49747.65780245888,9,true,-4683.163660661963,-2082.2798339427427,0.5553689802827831,false
n15_sc3_s42_ms4,6,theta_load,8,1;3;4;9;10;11;12;15,50106.207706888636,122,true,-4683.163660661963,-4683.163660661963,0.0,true
n15_sc3_s42_ms4,6,pair,8,1;2;3;4;5;7;8;13,50612.37595680673,0,false,-4683.163660661963,,,false
n15_sc3_s42_ms4,6,pair_travel_025,8,1;2;3;4;9;10;12;15,28876.13405865817,97,true,-4683.163660661963,-4683.163660661963,0.0,true
n15_sc3_s42_ms4,6,pair_travel_050,8,1;2;3;4;9;10;12;15,13293.320992599067,97,true,-4683.163660661963,-4683.163660661963,0.0,true
n15_sc3_s42_ms4,6,pair_travel_100,8,1;2;3;4;5;6;10;12,598.1941825727918,51,true,-4683.163660661963,-4164.378362604293,0.11077667483957626,false
n15_sc3_s42_ms4,6,theta4_pair,8,1;2;3;5;8;9;10;11,50498.3201326202,41,true,-4683.163660661963,-4070.982368829287,0.13071960242921435,false
n15_sc3_s42_ms4,6,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,13293.320992599067,122,true,-4683.163660661963,-4683.163660661963,0.0,true
